step, m1, m2, b1, b2
256, -2.14450692050956, -2.1445069205095586, 187.60813569162647, 301.18581168294634
257, -2.14450692050956, -2.144506920509559, 198.92769012106666, 269.91373761564165
258, -2.144506920509558, -2.1445069205095595, 178.81278889182863, 297.1228680494536
259, -2.144506920509561, -2.144506920509557, 192.11884419528855, 296.2317138539984
260, -2.1445069205095613, -2.1445069205095586, 178.22014460981976, 301.26262693374963
261, -2.1445069205095586, -2.144506920509561, 192.34491440281488, 282.2605745626099
262, -2.1445069205095586, -2.1445069205095586, 198.70161991354038, 283.8848769070303
263, -2.14450692050956, -2.1445069205095577, 188.79342425564442, 292.90629391435425
264, -2.144506920509559, -2.1445069205095604, 171.93587880501414, 304.44316746155414
265, -2.1445069205095586, -2.144506920509558, 193.60264267275267, 278.7858996662426
266, -2.1445069205095586, -2.144506920509558, 188.79779980052786, 278.71345996032267
267, -2.1445069205095586, -2.1445069205095595, 190.49454185086805, 289.8750083432729
268, -2.144506920509557, -2.1445069205095586, 183.17424243876758, 296.75191843008747
269, -2.1445069205095586, -2.1445069205095595, 188.87023950644766, 283.51830283254765
270, -2.144506920509558, -2.144506920509558, 198.2626061331378, 269.24865362771266
271, -2.144506920509559, -2.1445069205095595, 199.28988865066583, 293.9379519767659
272, -2.144506920509558, -2.14450692050956, 187.31837686794708, 281.96644019404704
273, -2.144506920509561, -2.144506920509558, 198.62480466273715, 293.27286798883694
274, -2.144506920509559, -2.144506920509559, 194.70674044108395, 294.08720693348886
275, -2.14450692050956, -2.1445069205095595, 168.46120390864692, 305.7008957314919
276, -2.1445069205095577, -2.14450692050956, 192.9375586848237, 278.1208156783138
277, -2.1445069205095577, -2.1445069205095586, 196.41223358119095, 276.8630874083759
278, -2.144506920509558, -2.144506920509558, 198.2626061331378, 269.24865362771266
279, -2.1445069205095555, -2.1445069205095595, 175.4829934073011, 307.99028206384116
280, -2.14450692050956, -2.1445069205095573, 206.75944301948942, 282.4778936803693
281, -2.1445069205095555, -2.1445069205095595, 175.4829934073011, 307.99028206384116
282, -2.1445069205095573, -2.144506920509559, 197.44389164360246, 287.3595518033973
283, -2.1445069205095577, -2.1445069205095577, 178.95766830366833, 306.7325537939032
284, -2.1445069205095586, -2.144506920509558, 194.41260607252119, 289.0606693986211
285, -2.1445069205095577, -2.144506920509558, 171.786623848291, 309.0263156711359
286, -2.144506920509557, -2.14450692050956, 179.7720072483203, 302.8144895722503
287, -2.144506920509559, -2.144506920509559, 187.16474636634058, 300.74242235766064
288, -2.144506920509557, -2.1445069205095595, 186.20552800984893, 295.050800834864
289, -2.1445069205095586, -2.1445069205095604, 176.66828197131906, 299.7107642952492
290, -2.1445069205095577, -2.144506920509559, 187.82983035426935, 301.4075063455893
291, -2.1445069205095604, -2.1445069205095586, 187.61251123650993, 286.99297772891475
292, -2.144506920509558, -2.144506920509558, 191.67545487000265, 295.7883245287125
293, -2.1445069205095595, -2.144506920509558, 172.00831851093398, 309.2480103337789
294, -2.144506920509561, -2.144506920509558, 177.62750032781082, 305.40238581804573
295, -2.1445069205095613, -2.1445069205095595, 181.1789904749813, 294.75666646630117
296, -2.1445069205095595, -2.1445069205095604, 197.4482671884859, 273.16671784936597
297, -2.1445069205095564, -2.1445069205095595, 195.1545053112531, 280.3377623047432
298, -2.1445069205095586, -2.1445069205095586, 207.42452700741822, 283.1429776682982
299, -2.1445069205095604, -2.1445069205095595, 196.33979387527125, 272.0582445361513
300, -2.144506920509558, -2.1445069205095595, 198.33504583905764, 274.0534964999377
301, -2.1445069205095564, -2.144506920509559, 193.0056228458601, 297.11849250457027
302, -2.1445069205095613, -2.144506920509558, 181.8440744629101, 295.4217504542299
303, -2.1445069205095577, -2.144506920509558, 180.8848561064184, 289.7301289314333
304, -2.1445069205095586, -2.1445069205095595, 210.01242325321363, 280.9984707477886
305, -2.1445069205095586, -2.144506920509558, 194.11847170395836, 284.0341318637533
306, -2.144506920509557, -2.1445069205095577, 201.2127009085324, 291.1283610683273
307, -2.1445069205095586, -2.1445069205095573, 206.31605369420348, 282.03450435508324
308, -2.144506920509558, -2.144506920509558, 190.12796777638542, 280.04362793618026
309, -2.1445069205095595, -2.1445069205095595, 209.79072859057072, 280.7767760851457
310, -2.1445069205095613, -2.144506920509558, 181.8440744629101, 295.4217504542299
311, -2.1445069205095604, -2.1445069205095577, 195.00525035453015, 284.920910514325
312, -2.1445069205095586, -2.1445069205095595, 190.49454185086805, 289.8750083432729
313, -2.1445069205095586, -2.144506920509559, 197.73802601216522, 292.3860893382652
314, -2.1445069205095573, -2.1445069205095604, 191.82908537160912, 277.01234236509924
315, -2.1445069205095595, -2.1445069205095586, 185.3911890651971, 298.9688650565169
316, -2.1445069205095586, -2.1445069205095586, 178.96204384855182, 292.5397198398717
317, -2.14450692050956, -2.144506920509559, 181.7672592121068, 304.80974153603665
318, -2.144506920509561, -2.144506920509558, 205.94510407483753, 286.39595790202236
319, -2.144506920509561, -2.144506920509559, 188.94267921236755, 288.3231457047724
320, -2.1445069205095586, -2.144506920509558, 204.6149360989798, 285.06578992616465
321, -2.1445069205095586, -2.144506920509559, 191.9015250775289, 281.8171852373239
322, -2.1445069205095595, -2.1445069205095586, 187.0198669545009, 291.1327366132108
323, -2.1445069205095586, -2.1445069205095577, 192.49416935953798, 277.6774263530279
324, -2.1445069205095604, -2.144506920509557, 187.54007153059007, 282.1881348566899
325, -2.1445069205095586, -2.1445069205095577, 195.89640454998533, 271.6148552108651
326, -2.1445069205095577, -2.144506920509559, 208.46056061471305, 279.446608109288
327, -2.1445069205095595, -2.1445069205095564, 188.2051555185189, 282.8532188446186
328, -2.144506920509558, -2.1445069205095604, 175.41055370138128, 303.18543919161635
329, -2.1445069205095573, -2.144506920509559, 179.4054331738376, 292.98310916515754
330, -2.14450692050956, -2.1445069205095595, 200.2578580969244, 271.24390559149924
331, -2.144506920509558, -2.144506920509558, 178.07088965309654, 305.8457751433315
332, -2.144506920509559, -2.1445069205095586, 185.24630965335734, 289.3591793120673
333, -2.1445069205095573, -2.144506920509559, 179.4054331738376, 292.98310916515754
334, -2.14450692050956, -2.144506920509558, 178.07526519798014, 291.65294118929984
335, -2.144506920509558, -2.1445069205095573, 195.96446871102168, 290.61253203712147
336, -2.144506920509559, -2.1445069205095604, 171.93587880501414, 304.44316746155414
337, -2.14450692050956, -2.1445069205095595, 184.28271575198238, 297.86039174330216
338, -2.144506920509557, -2.144506920509559, 183.0249874820444, 301.3350666396694
339, -2.144506920509559, -2.1445069205095586, 188.49491434219817, 302.0725903335182
340, -2.144506920509559, -2.144506920509558, 189.24118912581378, 279.1568492856087
341, -2.14450692050956, -2.1445069205095626, 177.70431557861403, 296.014394736239
342, -2.1445069205095573, -2.1445069205095604, 197.00050231831653, 286.9161624781116
343, -2.1445069205095577, -2.1445069205095577, 182.80766836428495, 286.92053802299495
344, -2.1445069205095604, -2.1445069205095595, 182.65841340756197, 291.50368623257697
345, -2.144506920509559, -2.1445069205095586, 190.78867621943084, 294.9015458781408
346, -2.144506920509558, -2.144506920509558, 190.86549147023416, 285.513554796334
347, -2.1445069205095573, -2.1445069205095577, 168.23950924600393, 305.47920106884885
348, -2.1445069205095573, -2.144506920509558, 202.6921238411132, 287.87538083460305
349, -2.1445069205095573, -2.1445069205095595, 174.81790941937237, 307.3251980759123
350, -2.144506920509558, -2.144506920509559, 186.57647762921493, 290.68934728792505
351, -2.1445069205095586, -2.144506920509559, 205.50171474955158, 285.9525685767365
352, -2.144506920509558, -2.144506920509561, 197.00487786320005, 272.72332852408005
353, -2.144506920509558, -2.1445069205095595, 199.06819398802287, 293.71625731412286
354, -2.1445069205095595, -2.1445069205095613, 184.35953100278567, 288.4724006614956
355, -2.1445069205095577, -2.1445069205095564, 172.15757346765702, 304.6648621241969
356, -2.1445069205095586, -2.1445069205095577, 193.15487780258331, 292.5353442949882
357, -2.1445069205095604, -2.1445069205095595, 182.35990349411583, 300.6699826517407
358, -2.144506920509561, -2.144506920509558, 198.92331457618332, 284.1065715696731
359, -2.1445069205095586, -2.144506920509559, 190.20040748230534, 284.8484708084053
360, -2.1445069205095586, -2.1445069205095564, 193.23169305338664, 283.14735321318136
361, -2.1445069205095577, -2.144506920509558, 179.55031258567735, 302.5927949096071
362, -2.144506920509559, -2.144506920509559, 181.6948195061869, 300.00489866381184
363, -2.144506920509559, -2.14450692050956, 193.37657246522627, 292.7570389576313
364, -2.144506920509558, -2.1445069205095555, 176.88997663396205, 299.9324589578918
365, -2.144506920509557, -2.1445069205095577, 188.71660900484105, 302.29428499616097
366, -2.144506920509559, -2.144506920509558, 199.810093226755, 284.99335022024485
367, -2.1445069205095586, -2.144506920509557, 172.2300131735769, 309.46970499642185
368, -2.144506920509561, -2.144506920509559, 188.94267921236755, 288.3231457047724
369, -2.1445069205095586, -2.14450692050956, 177.63187587269417, 291.20955186401426
370, -2.144506920509559, -2.1445069205095586, 184.21027604606252, 293.0555488710775
371, -2.1445069205095586, -2.1445069205095604, 210.45581257849952, 281.44186007307457
372, -2.144506920509557, -2.1445069205095595, 193.15925334746672, 278.34251034095666
373, -2.1445069205095573, -2.144506920509558, 202.6921238411132, 287.87538083460305
374, -2.144506920509558, -2.1445069205095604, 184.50878595950866, 283.88925245191376
375, -2.144506920509559, -2.1445069205095586, 191.01474642695723, 280.93040658675216
376, -2.1445069205095595, -2.1445069205095586, 199.1493847837096, 270.13543227828444
377, -2.144506920509559, -2.1445069205095577, 187.24156161714382, 291.35443127585364
378, -2.1445069205095604, -2.144506920509558, 177.926010241257, 296.2360893988819
379, -2.14450692050956, -2.144506920509558, 178.07526519798014, 291.65294118929984
380, -2.1445069205095595, -2.14450692050956, 206.38849340012328, 286.83934722730834
381, -2.144506920509559, -2.1445069205095595, 199.28988865066583, 293.9379519767659
382, -2.14450692050956, -2.1445069205095573, 194.41698161740464, 274.8678354445894
383, -2.1445069205095577, -2.144506920509561, 184.80292032807142, 288.9157899867815
384, -2.144506920509559, -2.1445069205095595, 199.28988865066583, 293.9379519767659
385, -2.1445069205095586, -2.1445069205095586, 181.99332941963314, 290.83860224464803
386, -2.1445069205095586, -2.144506920509559, 190.20040748230534, 284.8484708084053
387, -2.1445069205095604, -2.1445069205095595, 194.8603709426905, 275.3112247698755
388, -2.1445069205095586, -2.1445069205095613, 200.25348255204085, 285.43673954553094
389, -2.1445069205095613, -2.1445069205095573, 185.17386994743754, 284.5543364398423
390, -2.1445069205095595, -2.144506920509557, 170.89984519771923, 308.1395370205641
391, -2.144506920509559, -2.1445069205095577, 196.7831832005571, 272.50163386143697
392, -2.144506920509559, -2.1445069205095595, 194.19091140987823, 288.8389747359783
393, -2.144506920509557, -2.1445069205095595, 186.20552800984893, 295.050800834864
394, -2.1445069205095577, -2.144506920509558, 196.63392824383396, 277.084782071019
395, -2.1445069205095595, -2.1445069205095604, 177.85357053533713, 291.4312465266571
396, -2.144506920509558, -2.1445069205095577, 200.9229420848531, 271.90898957942807
397, -2.1445069205095577, -2.1445069205095604, 189.53532349437648, 284.1833868204765
398, -2.144506920509558, -2.1445069205095604, 175.41055370138128, 303.18543919161635
399, -2.1445069205095595, -2.144506920509557, 203.35720782904195, 288.54046482253176
400, -2.1445069205095595, -2.1445069205095577, 199.88253293267482, 289.7981930924696
401, -2.246036773904215, -2.2460367739042177, 202.71727968466146, 296.1438264364825
402, -2.2460367739042173, -2.2460367739042164, 204.93493070582767, 303.2786641287973
403, -2.246036773904216, -2.2460367739042173, 203.59589168407945, 287.1880650936037
404, -2.2460367739042164, -2.246036773904216, 195.76661280127874, 303.94471956654525
405, -2.2460367739042164, -2.246036773904216, 193.06707715129653, 315.99674393000845
406, -2.246036773904215, -2.2460367739042177, 197.4670652946389, 305.64517205990546
407, -2.246036773904218, -2.2460367739042164, 200.25868634908727, 298.60241977205663
408, -2.2460367739042186, -2.246036773904217, 199.5926309113392, 307.7707376766056
409, -2.2460367739042164, -2.246036773904216, 201.77496803351536, 290.2843281141879
410, -2.246036773904216, -2.2460367739042173, 197.25450873296893, 305.4326154982356
411, -2.246036773904216, -2.2460367739042155, 206.47959814299372, 285.15458488136943
412, -2.246036773904216, -2.2460367739042164, 185.50712633564171, 313.3539797855022
413, -2.2460367739042173, -2.2460367739042164, 210.6386439719282, 284.39644403915537
414, -2.246036773904217, -2.246036773904216, 184.20340121288373, 321.88462800504095
415, -2.246036773904216, -2.246036773904217, 196.4326682390268, 294.7764016619964
416, -2.2460367739042173, -2.246036773904217, 197.22612298023097, 315.2386030877945
417, -2.246036773904217, -2.246036773904216, 182.92806184286357, 320.6092886350208
418, -2.246036773904217, -2.2460367739042177, 183.5657315278736, 321.24695832003107
419, -2.2460367739042164, -2.246036773904216, 195.76661280127874, 303.94471956654525
420, -2.2460367739042186, -2.246036773904217, 199.5926309113392, 307.7707376766056
421, -2.2460367739042177, -2.246036773904216, 198.62193350745517, 311.71722694387006
422, -2.246036773904217, -2.2460367739042164, 217.10742622649485, 295.78241296487045
423, -2.2460367739042186, -2.246036773904214, 204.65867449242972, 288.25084790195353
424, -2.2460367739042146, -2.246036773904218, 204.0847044591475, 302.42843788211724
425, -2.246036773904216, -2.246036773904216, 204.29726102081761, 302.6409944437871
426, -2.2460367739042155, -2.246036773904215, 213.04046580202646, 301.54982588269905
427, -2.246036773904215, -2.246036773904215, 185.8117683017778, 318.5758084227866
428, -2.2460367739042177, -2.2460367739042155, 205.02701611029383, 308.28793620441166
429, -2.246036773904218, -2.246036773904216, 214.64883289092066, 298.24100630044467
430, -2.2460367739042164, -2.246036773904214, 194.79591539739468, 307.8912088338095
431, -2.246036773904214, -2.2460367739042133, 200.89635603409718, 299.2400894570666
432, -2.2460367739042164, -2.246036773904218, 198.28890578858108, 316.3013858961445
433, -2.246036773904215, -2.2460367739042146, 217.9576524731749, 296.6326392115505
434, -2.2460367739042164, -2.2460367739042164, 182.83597643839752, 315.6000165594063
435, -2.246036773904215, -2.246036773904215, 196.07125476741487, 309.16654820382956
436, -2.2460367739042155, -2.2460367739042155, 191.6075669723444, 304.7028604087593
437, -2.246036773904215, -2.246036773904217, 194.39918802679256, 297.66010812091065
438, -2.246036773904214, -2.246036773904215, 206.99679667079988, 290.5889700803239
439, -2.246036773904214, -2.246036773904215, 195.00847195906465, 308.10376539547946
440, -2.246036773904215, -2.246036773904217, 204.38934642528363, 307.6502665194016
441, -2.2460367739042186, -2.246036773904215, 196.829395609629, 305.0075023748954
442, -2.246036773904215, -2.246036773904218, 195.22102852073473, 308.3163219571496
443, -2.2460367739042173, -2.246036773904217, 208.81772032136413, 287.4927070597397
444, -2.2460367739042164, -2.246036773904217, 207.60608060307192, 301.03262735489295
445, -2.2460367739042155, -2.2460367739042146, 221.05391549375923, 294.81171556098633
446, -2.2460367739042186, -2.2460367739042195, 208.33583569254813, 306.6795691155177
447, -2.2460367739042164, -2.2460367739042124, 198.1968203841151, 311.2921138205298
448, -2.2460367739042177, -2.246036773904217, 203.65959133580762, 302.00332475877707
449, -2.246036773904217, -2.2460367739042146, 186.66199454845787, 319.4260346694666
450, -2.246036773904218, -2.2460367739042173, 220.8413589320893, 294.59915899931644
451, -2.2460367739042155, -2.246036773904215, 213.04046580202646, 301.54982588269905
452, -2.2460367739042155, -2.246036773904218, 218.715793315389, 292.47359338261623
453, -2.2460367739042164, -2.246036773904217, 215.7116156992708, 299.30378910879494
454, -2.2460367739042177, -2.2460367739042173, 204.17678986361366, 307.4377099577317
455, -2.2460367739042164, -2.246036773904216, 199.31637469794111, 292.74292144976215
456, -2.246036773904216, -2.2460367739042155, 217.74509591150493, 296.4200826498807
457, -2.246036773904215, -2.2460367739042164, 219.7785761237391, 293.5363761909662
458, -2.246036773904217, -2.2460367739042186, 198.89126157460112, 292.3178083264222
459, -2.246036773904217, -2.2460367739042164, 217.10742622649485, 295.78241296487045
460, -2.246036773904217, -2.2460367739042173, 202.17169540411746, 300.51542882708685
461, -2.246036773904217, -2.246036773904216, 213.67813548703649, 302.1874955677091
462, -2.2460367739042155, -2.2460367739042177, 211.06375709526813, 284.82155716249537
463, -2.2460367739042173, -2.246036773904216, 202.05122424691348, 305.3121443410314
464, -2.246036773904215, -2.246036773904217, 188.14989048014806, 320.91393060115695
465, -2.246036773904217, -2.246036773904216, 182.92806184286357, 320.6092886350208
466, -2.2460367739042186, -2.2460367739042173, 192.88290634236452, 305.9781997787795
467, -2.246036773904216, -2.2460367739042146, 216.13672882261073, 299.7289022321347
468, -2.2460367739042164, -2.2460367739042155, 199.5289312596111, 292.955478011432
469, -2.2460367739042164, -2.2460367739042137, 198.529848102989, 306.7079548682555
470, -2.2460367739042173, -2.246036773904213, 193.27963371296661, 316.2093004916782
471, -2.2460367739042177, -2.2460367739042173, 204.17678986361366, 307.4377099577317
472, -2.246036773904214, -2.246036773904216, 194.2787168695886, 302.456823634855
473, -2.2460367739042155, -2.2460367739042133, 206.02609926691574, 294.53545934758813
474, -2.2460367739042177, -2.2460367739042186, 180.46946850728932, 323.06788197059524
475, -2.246036773904216, -2.246036773904213, 208.03119372641197, 301.4577404782327
476, -2.246036773904216, -2.246036773904215, 202.2000811568553, 290.70944123752787
477, -2.2460367739042173, -2.2460367739042164, 204.60190298695372, 307.86282308107167
478, -2.246036773904216, -2.2460367739042146, 194.61174458846256, 297.8726646825805
479, -2.246036773904216, -2.2460367739042164, 185.50712633564171, 313.3539797855022
480, -2.2460367739042164, -2.246036773904217, 215.61953029480478, 294.29451703318034
481, -2.2460367739042146, -2.246036773904215, 203.78006249301146, 297.20660924483235
482, -2.246036773904214, -2.2460367739042164, 186.87455111012792, 319.6385912311367
483, -2.2460367739042177, -2.2460367739042155, 205.02701611029383, 308.28793620441166
484, -2.2460367739042164, -2.2460367739042164, 186.38573833505984, 304.3982184426234
485, -2.246036773904215, -2.2460367739042177, 197.7080076090469, 296.0517410320164
486, -2.2460367739042177, -2.246036773904216, 206.5716835474598, 290.16385695698386
487, -2.246036773904214, -2.2460367739042146, 203.2344782124674, 301.5782116354369
488, -2.246036773904215, -2.246036773904218, 192.4294074662864, 315.3590742449985
489, -2.2460367739042137, -2.2460367739042173, 205.36004382916767, 303.70377725213734
490, -2.2460367739042177, -2.246036773904217, 185.26618402123384, 322.94741081339123
491, -2.246036773904216, -2.2460367739042146, 216.13672882261073, 299.7289022321347
492, -2.2460367739042173, -2.2460367739042195, 207.18096747973192, 300.6075142315531
493, -2.246036773904217, -2.2460367739042164, 205.2963441774397, 288.88851758696376
494, -2.24603677390422, -2.2460367739042173, 205.26795842470182, 298.6945051765228
495, -2.246036773904217, -2.2460367739042133, 189.12058788403218, 316.9674413338923
496, -2.246036773904215, -2.2460367739042137, 204.4177321780216, 297.84427892984246
497, -2.246036773904216, -2.246036773904217, 203.9642333019436, 307.22515339606156
498, -2.2460367739042146, -2.246036773904216, 189.45361560290615, 312.383282381618
499, -2.2460367739042164, -2.2460367739042164, 201.08052684302933, 309.25863360829584
500, -2.246036773904216, -2.2460367739042146, 193.00337749956847, 301.1814842648348
501, -2.246036773904215, -2.246036773904215, 185.8117683017778, 318.5758084227866
502, -2.2460367739042137, -2.246036773904217, 206.26704158132367, 284.9420283196994
503, -2.246036773904216, -2.2460367739042164, 212.19023955534632, 300.69959963601895
504, -2.246036773904216, -2.2460367739042173, 203.59589168407945, 287.1880650936037
505, -2.246036773904216, -2.2460367739042173, 202.2637808085834, 305.52470090270145
506, -2.246036773904214, -2.2460367739042164, 205.9056281097117, 299.3321748615328
507, -2.2460367739042155, -2.2460367739042155, 189.33314444570217, 317.17999789556245
508, -2.2460367739042133, -2.2460367739042155, 211.2763136569381, 285.0341137241653
509, -2.246036773904217, -2.246036773904216, 202.50472312299144, 295.9312698748125
510, -2.246036773904215, -2.246036773904218, 205.08378761576967, 288.6759610252938
511, -2.2460367739042155, -2.246036773904216, 197.28289448570678, 295.6266279086764
512, -2.2460367739042155, -2.246036773904215, 212.09815415088042, 295.6903275604044
513, -2.246036773904215, -2.2460367739042146, 209.4270042536361, 297.93636433430856
514, -2.2460367739042133, -2.2460367739042173, 203.44703477413745, 301.7907681971071
515, -2.246036773904216, -2.246036773904214, 178.76901601392913, 321.3674294772348
516, -2.2460367739042177, -2.2460367739042173, 194.1866314651227, 297.4475515592405
517, -2.24603677390422, -2.2460367739042173, 205.26795842470182, 298.6945051765228
518, -2.246036773904214, -2.246036773904216, 194.2787168695886, 302.456823634855
519, -2.246036773904217, -2.2460367739042195, 204.8144595486237, 308.075379642742
520, -2.2460367739042146, -2.246036773904216, 215.9241722609407, 299.5163456704648
521, -2.246036773904216, -2.246036773904217, 191.79173778127634, 314.7214045599883
522, -2.2460367739042137, -2.2460367739042146, 188.84433167063395, 301.9396251070489
523, -2.2460367739042173, -2.246036773904217, 198.77079041739714, 297.11452384036664
524, -2.246036773904215, -2.246036773904218, 195.22102852073473, 308.3163219571496
525, -2.2460367739042155, -2.246036773904217, 190.60848381572234, 318.4553372655827
526, -2.2460367739042146, -2.2460367739042173, 196.28381132908473, 309.3791047654998
527, -2.246036773904215, -2.24603677390422, 186.1447960206518, 313.99164947051247
528, -2.246036773904216, -2.2460367739042146, 191.15406809626637, 314.0837348749781
529, -2.2460367739042164, -2.246036773904216, 212.31071071255036, 295.9028841220745
530, -2.2460367739042173, -2.2460367739042164, 204.93493070582767, 303.2786641287973
531, -2.2460367739042146, -2.2460367739042173, 185.08201321230163, 312.9288666621623
532, -2.2460367739042164, -2.246036773904216, 201.3851688091654, 314.4804622455802
533, -2.2460367739042164, -2.2460367739042155, 182.29039215785352, 319.9716189500107
534, -2.2460367739042164, -2.2460367739042177, 186.5982948967299, 304.6107750042934
535, -2.2460367739042155, -2.2460367739042177, 200.10982943914527, 313.2051228755603
536, -2.246036773904217, -2.2460367739042164, 192.57826437622845, 300.75637114149487
537, -2.2460367739042155, -2.246036773904217, 201.86705343798127, 295.2936001898024
538, -2.246036773904217, -2.2460367739042164, 196.61683904795893, 304.79494581322547
539, -2.2460367739042195, -2.2460367739042173, 186.357352582322, 314.20420603218236
540, -2.2460367739042173, -2.2460367739042173, 200.3223860008153, 313.4176794372303
541, -2.2460367739042146, -2.246036773904218, 207.5423809513438, 286.2173676897197
542, -2.246036773904217, -2.2460367739042155, 194.49127343125866, 302.6693801965251
543, -2.246036773904214, -2.2460367739042133, 200.89635603409718, 299.2400894570666
544, -2.246036773904216, -2.246036773904218, 190.18337069238214, 318.0302241422428
545, -2.246036773904214, -2.2460367739042133, 200.89635603409718, 299.2400894570666
546, -2.2460367739042173, -2.246036773904214, 193.40010487017065, 311.4125849777339
547, -2.246036773904217, -2.246036773904215, 201.13729834850528, 289.6466584291777
548, -2.246036773904216, -2.246036773904216, 204.29726102081761, 302.6409944437871
549, -2.2460367739042177, -2.2460367739042164, 206.11818467138187, 299.54473142320273
550, -2.2460367739042164, -2.2460367739042133, 190.21175644512027, 308.2242365526834
551, -2.2460367739042155, -2.2460367739042164, 199.74148782128108, 293.1680345731022
552, -2.246036773904216, -2.2460367739042146, 216.13672882261073, 299.7289022321347
553, -2.2460367739042164, -2.246036773904216, 208.6688634114221, 302.0954101632432
554, -2.2460367739042195, -2.246036773904216, 187.5122207951381, 320.27626091614684
555, -2.246036773904216, -2.2460367739042146, 194.61174458846256, 297.8726646825805
556, -2.2460367739042164, -2.2460367739042177, 198.67870501293112, 292.1052517647522
557, -2.246036773904215, -2.246036773904218, 181.31969475396934, 323.91810821727535
558, -2.2460367739042146, -2.2460367739042155, 186.23688142511773, 319.0009215461266
559, -2.246036773904217, -2.2460367739042186, 211.0069855897923, 304.4335323416136
560, -2.246036773904214, -2.246036773904214, 199.04704663079505, 312.14234006721006
561, -2.2460367739042137, -2.2460367739042146, 188.84433167063395, 301.9396251070489
562, -2.246036773904216, -2.2460367739042164, 185.50712633564171, 313.3539797855022
563, -2.2460367739042146, -2.2460367739042164, 203.6312055830696, 311.80931234833605
564, -2.2460367739042155, -2.2460367739042146, 204.8712310540996, 288.46340446362365
565, -2.2460367739042173, -2.246036773904216, 202.05122424691348, 305.3121443410314
566, -2.2460367739042164, -2.246036773904216, 212.31071071255036, 295.9028841220745
567, -2.2460367739042155, -2.2460367739042155, 208.456306849752, 301.882853601573
568, -2.246036773904217, -2.2460367739042186, 187.115493424536, 310.0451602032479
569, -2.2460367739042173, -2.2460367739042133, 203.02192165079742, 301.3656550737668
570, -2.2460367739042137, -2.2460367739042146, 208.78933456862597, 297.29869464929845
571, -2.2460367739042164, -2.246036773904218, 193.30801946570455, 306.40331290211947
572, -2.246036773904215, -2.2460367739042155, 193.4284906229085, 301.6065973881749
